INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Vaughn College of Aeronautics and Technology,Flushing,NY,www.vaughn.edu,2,2,11,40.768348,-73.881721,23,9,0.7478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34839,21642,21642,0.6575,53600,47300,43800,50000,51300,0.8692,0.1308
Adelphi University,Garden City,NY,www.adelphi.edu/,2,2,21,40.721439,-73.653321,17,12,0.7242,550,565,560,22,24,24,9,1092,43018,32340,32340,0.8295,54200,47800,50000,53700,51800,0.3016,0.6984
Albany College of Pharmacy and Health Sciences,Albany,NY,www.acphs.edu,2,2,13,42.652559,-73.778132,26,11,0.674,555,610,550,26,NULL,NULL,NULL,1165,42325,30131,30131,0.8025,104300,100900,110100,106500,103500,0.4006,0.5994
Alfred University,Alfred,NY,www.alfred.edu,2,2,33,42.255866,-77.788625,21,11,0.6944,520,535,495,24,22,23,NULL,1064,39758,26026,26026,0.7495,46600,32400,36900,38600,45500,0.5141,0.4859
American Musical and Dramatic Academy,New York,NY,www.amda.edu,2,2,11,40.780142,-73.982249,30,11,0.2308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45059,32620,32620,0.8075,32000,23300,26400,28300,29700,0.3343,0.6657
Bard College,Annandale-On-Hudson,NY,www.bard.edu,2,2,31,42.021803,-73.906243,21,11,0.4461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62572,48240,48240,0.8765,41100,28100,29700,33700,35100,0.4468,0.5532
Barnard College,New York,NY,www.barnard.edu,2,2,11,40.809137,-73.964027,21,11,0.2377,680,665,690,30,32,29,NULL,1343,61171,46040,46040,0.9459,71400,46400,51200,51200,65300,0,1
Canisius College,Buffalo,NY,WWW.Canisius.edu,2,2,11,42.925319,-78.851794,18,13,0.8023,530,545,NULL,24,NULL,NULL,NULL,1085,45339,34000,34000,0.8588,49900,35400,40500,42200,47800,0.4645,0.5355
Cazenovia College,Cazenovia,NY,www.cazenovia.edu,2,2,31,42.931946,-75.854054,22,11,0.762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43135,30560,30560,0.7333,34700,28700,31100,33700,30300,0.2802,0.7198
Clarkson University,Potsdam,NY,www.clarkson.edu,2,2,33,44.663761,-74.999947,17,14,0.6214,570,620,545,27,25,28,NULL,1195,57221,42530,42530,0.8917,69700,52400,57300,61900,66500,0.7045,0.2955
Colgate University,Hamilton,NY,www.colgate.edu,2,2,32,42.8188,-75.535,21,11,0.2624,675,700,NULL,31,32,31,NULL,1369,60050,48175,48175,0.9539,76500,49300,55300,62600,75200,0.4562,0.5438
Metropolitan College of New York,New York,NY,www.mcny.edu,2,2,11,40.723516,-74.007056,18,9,0.5259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29594,17800,17800,0.4194,40300,32600,36500,33700,40600,0.2754,0.7246
Columbia University in the City of New York,New York,NY,www.columbia.edu,2,2,11,40.808286,-73.961885,15,17,0.0695,735,745,740,33,34,32,9,1470,64144,51008,51008,0.9648,101400,77000,89100,92100,95500,0.5243,0.4757
Concordia College-New York,Bronxville,NY,www.concordia-ny.edu,2,2,21,40.94253,-73.82212,22,8,0.7477,425,435,430,20,20,20,NULL,872,38419,28775,28775,0.7451,47800,35500,40300,44700,46200,0.3228,0.6772
Cooper Union for the Advancement of Science and Art,New York,NY,www.cooper.edu,2,2,11,40.72938,-73.990516,22,6,0.1506,665,710,660,32,NULL,NULL,NULL,1388,57429,41400,41400,0.9595,61500,41100,49800,53600,66100,0.6596,0.3404
Cornell University,Ithaca,NY,www.cornell.edu,2,2,13,42.447199,-76.483489,15,17,0.1419,695,725,NULL,32,NULL,NULL,NULL,1422,61608,47286,47286,0.9652,95700,66300,78500,81200,88900,0.4917,0.5083
CUNY Bernard M Baruch College,New York,NY,www.baruch.cuny.edu,1,2,11,40.740238,-73.983417,18,15,0.279,590,645,NULL,NULL,NULL,NULL,NULL,1235,15519,6561,13371,0.9044,60500,43500,50200,52400,56300,0.5156,0.4844
CUNY Brooklyn College,Brooklyn,NY,www.brooklyn.cuny.edu,1,2,11,40.631912,-73.95312,18,15,0.3533,525,560,NULL,NULL,NULL,NULL,NULL,1085,15117,6536,13346,0.8199,50000,34100,40400,41400,47800,0.4163,0.5837
College of Staten Island CUNY,Staten Island,NY,www.csi.cuny.edu,1,2,11,40.603949,-74.148701,18,15,0.9427,485,520,NULL,NULL,NULL,NULL,NULL,1005,16958,6458,13268,0.7985,45600,32600,37700,39800,44300,0.4438,0.5562
CUNY City College,New York,NY,www.ccny.cuny.edu,1,2,11,40.819794,-73.95055,18,15,0.3806,535,595,NULL,NULL,NULL,NULL,NULL,1130,14824,6389,13199,0.8595,50600,34500,40300,42200,46400,0.4887,0.5113
CUNY Hunter College,New York,NY,www.hunter.cuny.edu,1,2,11,40.768669,-73.964795,18,15,0.3467,565,595,NULL,NULL,NULL,NULL,NULL,1160,15198,6429,13239,0.861,48400,36000,40700,43100,46200,0.3542,0.6458
CUNY John Jay College of Criminal Justice,New York,NY,www.jjay.cuny.edu,1,2,11,40.770917,-73.988874,18,15,0.3731,475,495,NULL,NULL,NULL,NULL,NULL,970,13666,6359,13169,0.7886,47500,32600,39200,40800,47800,0.4353,0.5647
CUNY Lehman College,Bronx,NY,www.lehman.cuny.edu,1,2,11,40.873928,-73.894627,18,12,0.2891,495,500,NULL,NULL,NULL,NULL,NULL,995,11863,6408,13218,0.8265,44200,34700,39800,40600,44400,0.3214,0.6786
CUNY Medgar Evers College,Brooklyn,NY,www.mec.cuny.edu,1,2,11,40.666256,-73.957076,22,12,0.9194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16113,6332,13142,0.6512,37900,28700,33900,33400,37600,0.2754,0.7246
CUNY New York City College of Technology,Brooklyn,NY,www.citytech.cuny.edu,1,2,11,40.695483,-73.987856,22,15,0.7278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14720,6369,13179,0.7465,41600,30900,35700,37100,39800,0.5628,0.4372
CUNY Queens College,Queens,NY,www.qc.cuny.edu,1,2,11,40.737771,-73.815387,18,15,0.3982,520,570,NULL,NULL,NULL,NULL,NULL,1090,14465,6507,13317,0.86,50600,34400,42000,44600,48700,0.4464,0.5536
CUNY York College,Jamaica,NY,www.york.cuny.edu,1,2,11,40.702661,-73.794586,22,12,0.3713,435,465,NULL,NULL,NULL,NULL,NULL,900,14329,6396,13206,0.766,41600,32500,37100,38400,39900,0.3395,0.6605
D'Youville College,Buffalo,NY,www.dyc.edu,2,2,11,42.902263,-78.890369,18,9,0.6879,500,515,480,23,NULL,NULL,NULL,1035,33178,23562,23562,0.7809,53900,43500,48900,47200,51800,0.2656,0.7344
Daemen College,Amherst,NY,www.daemen.edu,2,2,21,42.965024,-78.789025,18,10,0.549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34193,24990,24990,0.8166,44100,39200,40400,42100,45500,0.2753,0.7247
Dominican College of Blauvelt,Orangeburg,NY,www.dc.edu,2,2,21,41.054111,-73.95234,20,10,0.6281,435,435,432,19,NULL,NULL,NULL,872,37205,25702,25702,0.7203,52600,42500,44300,45500,51300,0.3594,0.6406
Dowling College,Oakdale,NY,WWW.DOWLING.EDU,2,2,21,40.746051,-73.164816,18,9,0.7836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40482,29100,29100,0.6766,46700,34200,39900,41300,46900,0.5035,0.4965
Elmira College,Elmira,NY,www.elmira.edu,2,2,13,42.092724,-76.811333,21,11,0.8221,530,530,NULL,24,NULL,NULL,NULL,1073,50722,38150,38150,0.8213,45600,35300,38900,39500,45200,0.2982,0.7018
Fashion Institute of Technology,New York,NY,www.fitnyc.edu,1,2,11,40.74731,-73.994781,23,12,0.4428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16660,5200,14200,0.8898,50500,39300,43100,45300,46500,0.1464,0.8536
Five Towns College,Dix Hills,NY,www.ftc.edu,3,2,21,40.793327,-73.369968,22,6,0.5612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32498,21370,21370,0.6309,37800,25700,30600,31700,36700,0.6703,0.3297
Fordham University,Bronx,NY,www.fordham.edu,2,2,11,40.861183,-73.889578,16,17,0.4812,620,630,630,28,30,27,9,1254,59105,45623,45623,0.8945,64400,45000,51000,53400,60700,0.4542,0.5458
Hamilton College,Clinton,NY,www.hamilton.edu,2,2,41,43.047809,-75.408853,21,11,0.2635,690,700,695,32,NULL,NULL,NULL,1393,59590,47820,47820,0.9593,72600,44000,55400,57900,64800,0.4857,0.5143
Hartwick College,Oneonta,NY,www.hartwick.edu/,2,2,33,42.454023,-75.073609,21,11,0.8956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50483,40070,40070,0.7784,46600,35900,37400,40400,48500,0.3933,0.6067
Hilbert College,Hamburg,NY,www.hilbert.edu,2,2,21,42.75505,-78.82029,22,7,0.8063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26092,19940,19940,0.7351,43200,31900,36700,39100,42100,0.4367,0.5633
Hobart William Smith Colleges,Geneva,NY,WWW.HWS.EDU,2,2,32,42.857725,-76.984533,21,11,0.4753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59850,47908,47908,0.8746,58100,40800,44800,49400,53000,0.4672,0.5328
Hofstra University,Hempstead,NY,www.hofstra.edu,2,2,21,40.715959,-73.60078,17,13,0.6161,565,575,NULL,26,NULL,NULL,NULL,1147,51214,38900,38900,0.8022,59700,40000,47500,49500,54300,0.462,0.538
Houghton College,Houghton,NY,www.houghton.edu,2,2,43,42.426841,-78.156882,21,11,0.9381,565,555,545,25,25,25,NULL,1121,39545,28556,28556,0.8655,44100,30400,38900,37500,39200,0.3584,0.6416
Iona College,New Rochelle,NY,www.iona.edu,2,2,21,40.927107,-73.785635,18,13,0.867,505,510,NULL,23,NULL,NULL,NULL,1022,46329,34030,34030,0.8308,56300,39600,45000,49700,53100,0.4702,0.5298
Ithaca College,Ithaca,NY,www.ithaca.edu,2,2,23,42.42264,-76.495057,18,14,0.5911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55515,39532,39532,0.8468,55900,38600,44300,46900,51800,0.4283,0.5717
The Juilliard School,New York,NY,www.juilliard.edu,2,2,11,40.773725,-73.982913,30,8,0.0843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55640,38190,38190,0.9817,51900,34700,30600,34900,44500,0.5501,0.4499
Keuka College,Keuka Park,NY,www.keuka.edu,2,2,32,42.61541,-77.090518,19,10,0.8286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42881,28235,28235,0.7321,43700,39200,39600,42400,43200,0.2515,0.7485
LIM College,New York,NY,www.limcollege.edu,3,2,11,40.759817,-73.974911,29,9,0.7421,470,450,NULL,19,19,19,NULL,914,41784,24225,24225,0.7587,49400,37500,40700,44100,45600,0.082,0.918
Le Moyne College,Syracuse,NY,www.lemoyne.edu,2,2,12,43.047316,-76.088449,18,11,0.6595,520,535,NULL,24,23,24,NULL,1071,42943,31340,31340,0.8601,50900,36700,46100,46600,48600,0.4223,0.5777
LIU Brooklyn,Brooklyn,NY,liu.edu/Brooklyn,2,2,11,40.690134,-73.980872,18,12,0.8633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43649,34852,34852,0.6472,52300,43700,48300,50800,52200,0.306,0.694
LIU Post,Brookville,NY,liu.edu/CWPost,2,2,21,40.820043,-73.593279,18,13,0.8302,470,475,460,21,23,21,7,950,46535,34852,34852,0.7544,52300,43700,48300,50800,52200,0.3853,0.6147
Manhattan College,Riverdale,NY,www.manhattan.edu,2,2,11,40.889756,-73.901893,19,14,0.6654,535,555,535,25,24,25,NULL,1097,48454,37188,37188,0.8371,66200,49200,52300,57800,65100,0.5586,0.4414
Manhattan School of Music,New York,NY,www.msmnyc.edu,2,2,11,40.812341,-73.961691,30,8,0.4482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55403,37750,37750,0.8148,37600,25400,24200,31600,36100,0.4524,0.5476
Manhattanville College,Purchase,NY,www.manhattanville.edu,2,2,21,41.031054,-73.718316,21,11,0.7386,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49126,36220,36220,0.7916,53900,36400,42600,43900,46800,0.3603,0.6397
Marist College,Poughkeepsie,NY,www.Marist.edu,2,2,21,41.721955,-73.934342,18,14,0.3851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47906,32590,32590,0.9085,57900,43500,45400,50200,54600,0.4084,0.5916
Marymount Manhattan College,New York,NY,www.mmm.edu,2,2,11,40.769108,-73.959676,21,10,0.735,545,510,NULL,24,24,22,NULL,1065,47464,27636,27636,0.7431,42200,31800,36800,38600,40500,0.2294,0.7706
Medaille College,Buffalo,NY,www.medaille.edu,2,2,11,42.92895,-78.856569,18,9,0.619,420,420,NULL,NULL,17,20,NULL,840,30744,25002,25002,0.6294,42600,34500,37800,38900,41300,0.326,0.674
Mercy College,Dobbs Ferry,NY,www.mercy.edu,2,2,21,41.021436,-73.874571,18,12,0.7189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26975,17766,17766,0.6621,41900,34100,37700,38800,42200,0.3066,0.6934
Molloy College,Rockville Centre,NY,www.molloy.edu,2,2,21,40.68597,-73.626278,18,12,0.754,525,535,520,24,NULL,NULL,NULL,1072,38282,26850,26850,0.8963,58600,54500,56200,57400,59800,0.253,0.747
Monroe College,Bronx,NY,www.monroecollege.edu,3,2,11,40.86407,-73.900501,23,12,0.4027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21199,13740,13740,0.7477,31100,28000,29000,30200,31000,0.3611,0.6389
Mount Saint Mary College,Newburgh,NY,www.msmc.edu,2,2,21,41.511212,-74.012906,19,10,0.8862,495,510,NULL,22,22,22,NULL,1011,39720,27312,27312,0.7433,49500,39700,44100,45000,48700,0.2929,0.7071
College of Mount Saint Vincent,Bronx,NY,www.mountsaintvincent.edu,2,2,11,40.912814,-73.907019,20,10,0.9521,465,460,NULL,21,21,20,NULL,931,40018,31290,31290,0.6943,54700,44000,48700,50300,53000,0.3052,0.6948
Nazareth College,Rochester,NY,www.naz.edu,2,2,21,43.102406,-77.514417,18,11,0.7049,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43507,30762,30762,0.8345,44700,36100,39200,40600,44100,0.2821,0.7179
